idx,구분,회사명,ICP세부,신뢰도,플래그,검증,홀,부스번호,이메일,웹사이트,원본카테고리,판단근거
63,Tier B,(주)제이앤제이,더마,low,borderline,Y,A,A-L06,jnj_25@daum.net,https://earthera01.cafe24.com/,Derma Cosmetics,desc는 추상적 R&D·뷰티제품 위주이나 공식 웹사이트가 카페24 자사몰(earthera)이라 더마 소비자 브랜드 운영으로 추정되어 확인 필요.
502,Tier B,BOTA C X Choi's Choice lab,스킨케어,high,export|indie,Y,A,A-L08,cheonghaedam@gmail.com,https://www.kglowmelb.com,"Skin Care, Hair Care Products",2020년 호주 런칭 기능성 K-뷰티 자체 브랜드로 6종 라인업 보유하나 유통이 호주 클리닉·살롱·약국 B2B 중심이라 국내 인플 의향 불명확함.
105,Tier B,VINACEUTICALS,더마,medium,export|indie|borderline,Y,A,A-L11,official@vinaceuticals.vn,https://vinaceuticals.vn,"Skin Care, Cosmeceutical Products, Natural & Organic Cosmetics",베트남 자체 코스메슈티컬 생태계로 자사 실험실에서 임상검증 스킨케어를 연구·개발·판매하는 소비자 브랜드이나 해외 신생이라 국내 인플 의향 불명확.
368,Tier B,비오아이,바디,medium,oem_with_brand,Y,A,A-N02,jaypal_company@naver.com,https://bringorganic.com,"Body Care, Brands/Manufacturer(Nail/Eyelash/Waxing), Waxing Products",OEM/ODM 기업이나 자체 브랜드 '브링오가닉' 운영하며 셀프왁싱·홈케어 소비자 제품 보유로 조건부 대상.
175,Tier B,SHAAN HONQ INT'L COSMETICS CORP.,헤어,medium,borderline|export,Y,A,A-N33,liliya@shaanhonq.com.tw,https://www.shaanhonq.com.tw/,,40년 헤어케어·염모 자체 브랜드(AI SMART 새치커버 컬러) 보유하나 살롱·스타일리스트 전문가용 포지셔닝이라 소비자 인플 적합성 조건부.
78,Tier B,코이즈,더마,medium,borderline|export,Y,A,A-O06,coizmkt@gmail.com,https://oxygenceuticals.co.kr/,,산소 스킨케어 자체 브랜드 옥시젠슈티컬스(자사몰 보유) 운영하나 병의원 800곳·35개국 수출·시술후처치 B2B 중심이라 조건부.
360,Tier B,(주)배쓰프로젝트,바디,medium,oem_with_brand|export,Y,A,A-O14,office@bathproject.kr,https://www.bathproject.kr/,"Body Care, Perfumery, Others, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Bath & Body Care)","desc상 '스파&바디케어 브랜드이자 OEM/ODM 제조사', 입욕제·퍼퓸 바디케어를 올리브영·다이소 등 소비자 채널에 유통하나 OEM 비중 큼."
317,Tier B,바이더퀄리티,더마,medium,export|borderline,Y,A,A-O21,bythequality@gmail.com,https://www.bythequality.com/en,"Skin Care, Derma Cosmetics","Alo Zulene·LactZe 자사 더마코스메틱 브랜드이나 에스테틱 클리닉·전문가 대상 중심, CPNP·MoCRA 수출 확장형이라 조건부."
493,Tier B,epielle,스킨케어,medium,export,Y,A,A-O26,,https://epielle.com/,"Skin Care, Make up and Color Cosmetics, Body Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",자사 브랜드 epielle 보유하나 20년간 미국 유통 중심 수출형이라 국내 인플 의향 불명확.
258,Tier B,Korea Honey,스킨케어,medium,borderline,Y,A,A-O36,k-honey@naver.com,https://www.sharp-be.com/,Skin Care,양봉농협 자회사로 꿀·프로폴리스 원료 기반 화장품 개발·마케팅하며 프리미엄 코스메틱 시장 진입 중이나 자사 브랜드 정립 단계 확인 필요.
333,Tier B,TRINICELL,더마,high,,Y,A,A-O37,contact@trinicell.co.kr,https://trinicell.co.kr/,"Skin Care, Cosmeceutical Products, Derma Cosmetics","슬로에이징 더마 브랜드로 Derma Ritual 홈케어 루틴을 시술 후·민감피부 소비자에 판매, 코스메슈티컬/더마라 조건부."
252,Tier B,주식회사 제트글로벌,더마,medium,export|borderline,Y,A,A-P01,tomtittot.official@gmail.com,https://tomtittot.com/,,"2020년 tom-tit-tot 브랜드 런칭해 태국·미국 등 수출, 에스테틱 전용이나 홈케어 겸용 개발 중이라 소비자 직접판매 비중 확인 필요."
473,Tier B,"MIMO CO., LTD.",네일,medium,borderline|oem_with_brand,Y,A,A-P20,kkb0717@naver.com,https://mimonail.com/,"Contract Manufacturing(OEM/ODM), Nail Polish/Gel Nail Polish, Others","네일 OEM/ODM 제조사이나 자체 브랜드 LAGELAVU·MIMO 보유, 네일은 비핵심 뷰티라 조건부."
64,Tier B,JKOSMEC,스킨케어,medium,export|oem_with_brand,Y,A,A-P21,sales@jkosmec.com,https://kr.linkedin.com/in/jkomecs-korea-a50a26259,"Skin Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Hair Care Products",K-beauty 자체 브랜드 표방하며 마스크·클렌저·세럼·헤어케어 풀라인 보유하나 OEM 병행·30개국 수출 중심이라 국내 인플 의향 불명확.
375,Tier B,성림 BNC,홈디바이스,medium,device|export,Y,A,A-R02,sunglimbnc@naver.com,http://www.sunglimbnc.com,"Skin Care, Body Care, Skin/Body Diagnosis Equipment","에스테틱 기기와 앰플·크림·기능성 화장품을 홈케어·전문가용으로 운영하는 자체 브랜드, 기기·화장품 혼합으로 조건부."
359,Tier B,(주)바이오센서연구소,스킨케어,medium,export,Y,A,A-R21,global@biosensorlab.com,https://franzskincareusa.com/,"Skin Care, Facial Masks, Brands/Manufacturer(Skin Care), Hair Care Products","자체 R&D 성분(SP-EGF 등) 기반 스킨케어 브랜드 FRANZ 보유, 미국몰(franzskincareusa.com) 운영하나 해외중심으로 국내 인플 의향 불명확."
297,Tier B,Wati For Skin,스킨케어,high,export,Y,A,A-R29,twotigers2222@naver.com,https://youtu.be/UiaA9IiuFWA,"Skin Care, Make up and Color Cosmetics, Body Care, Hair Care Products",고기능성 스킨케어 자사 브랜드 'Wati for Skin'(128 SKU) 전개하나 24개국 수출·바이어 마진 중심으로 수출형.
219,Tier B,바이오셀힐 & 카토-카토,더마,high,,Y,A,A-R34,sallyshen__@naver.com,https://bluecpr.com,"Skin Care, Make up and Color Cosmetics, Derma Cosmetics, Facial Masks","바이오셀힐 자체 더마 스킨케어 브랜드로 독자성분 PDRNOLEN·더마테스트 등급, 피부 고민별 소비자 라인 보유."
38,Tier B,(주)씨유스킨,더마,low,borderline,Y,A,A-R39,jay@cuskin.com,https://www.cueshop.co.kr,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Others, Hair Care Products",피부과 협력 코스메슈티컬 제조·유통이나 클리닉/에스테틱 전문채널 중심이라 소비자 D2C 브랜드성은 미확인
61,Tier B,일공일공 이미지플러스,바디/이너뷰티,medium,sensitive|borderline,Y,C,C-I04,1010master@naver.com,https://www.tentengroup.net,Body Care,자사 소비자 브랜드 이미지플러스(Y존 케어 화장품)·먹는 이미지 제품 운영하나 여성 인티메이트 케어 민감군 성격이라 조건부.
434,Tier B,인솔 주식회사,더마,high,derma,Y,C,C-I13,ninova@in-sol.co.kr,https://kr.linkedin.com/company/in-sol,"Skin Care, Derma Cosmetics, Contract Manufacturing(OEM/ODM)",체외진단 의료기기 기업 출발이나 NINOVA 자체 저자극 더마·마이크로바이옴 스킨케어 소비자 브랜드(멀티펩타이드 넥크림 등) 보유.
245,Tier B,주식회사 제이비무역,홈디바이스,high,device,Y,C,C-I20,yrkwoon@naver.com,https://charmbody.co.kr/,"Home Aesthetic Device, Others","프리미엄 홈케어 브랜드 참바디(CHAMBODY) 자사몰 보유, 각질제거기 발가리PRO 등 가정용 뷰티 디바이스 소비자 브랜드(생활가전 혼재)."
217,Tier B,주식회사 에이치피앤씨,더마,medium,oem_with_brand|sensitive,Y,C,C-K42,hpncmall@hpnc.co.kr,http://hpnc.co.kr/,"Skin Care, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Thread Lifts and Fillers",테라비코스·라비덤·메이톨로 자체 코스메슈티컬 브랜드 보유하나 필러·의약품·OEM 등 의료 B2B 비중 큼.
225,Tier B,주식회사 오션스인터내셔널,스킨케어/메이크업,medium,oem_with_brand|export,Y,C,C-L36,sales@oseansint.com,http://www.oseansint.com/kr/,"Skin Care, Make up and Color Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","OEM/ODM 주력이나 더프레스카랩·므시뚜·콜라보엑스 등 자체 OBM 소비자 브랜드 운영, 다만 수출·B2B 고객사 중심이라 국내 인플 의향 확인 필요."
506,Tier B,(주)필코코스팜,더마,medium,oem_with_brand|borderline,Y,C,C-L47,pilko@pilko.org,https://pilkocospharm.co.kr/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Home Aesthetic Device",화장품·스킨부스터·의료기기 OEM/ODM이 주력이나 자체 브랜드 '메디씨엘(Mediciel)'을 론칭해 소비자 판매 중이며 그 비중은 확인 필요함.
186,Tier B,INOPRO,오럴케어,medium,indie|borderline,Y,C,C-M01,alexander@inopro.us,https://inopro.us,"Skin Care, Body Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Inner Beauty, Others",퍼옥사이드프리 치아미백 등 일상용 스마일케어를 자사 브랜드(inopro.us)로 직접 판매하는 뷰티 인접 신생 소비자 브랜드.
60,Tier B,(주)이레코스메틱,스킨케어,medium,export|oem_with_brand|borderline,Y,C,C-M56,holyleader@naver.com,https://www.irecosmetic.co.kr,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","에스테틱 화장품 OEM/ODM 제조사이나 자체 브랜드 '오디코시','베라넘' 보유, 다만 베트남·캐나다 총판 등 해외 B2B 중심이라 국내 인플 의향 불명확."
421,Tier B,와더스킨,스킨케어,medium,oem_with_brand,Y,C,C-M57,info@whataskin.co.kr,https://whataskin7.cafe24.com/shop3/,"Skin Care, Body Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM)",20년 제조 경력의 OEM/ODM사이나 자체 비건 스킨케어 브랜드 'What a skin'과 cafe24 자사몰을 운영하는 브랜드 겸영.
289,Tier B,KONAD코나드,메이크업,medium,oem_with_brand,Y,C,C-N46,konadkorea@konadnail.com,http://www.konadcosmetic.com,"Skin Care, Make up and Color Cosmetics, Body Care, Facial Masks, Cleansing Products, Hair Care Products, Scalp Care Products","20년 OEM/ODM 제조사이나 'own in-house brands' 명시, 코나드 네일아트는 소비자 인지 자체 브랜드."
482,Tier B,"VIEWTEL Co., Ltd.",홈디바이스,medium,device,Y,C,C-N51,marketing@view-tel.co.kr,https://viewtel.cafe24.com/,Home Aesthetic Device,자사 가정용 AI 뷰티 디바이스 브랜드 '뷰더마'를 소비자에게 직접 제공하는 홈 에스테틱 기기 브랜드.
371,Tier B,BTF,홈디바이스,high,device,Y,C,C-N57,hanmaum117@naver.com,https://thebtf.co.kr,"Skin Care, Derma Cosmetics, Home Aesthetic Device","초음파 홈케어 디바이스 '울트라소닉 듀오' 자체 소비자 브랜드, 전용 부스터젤·마스크팩 동반 판매하는 가정용 뷰티 기기."
315,Tier B,㈜상떼화장품,더마,medium,borderline,Y,C,C-O01,drsantecosmetics@gmail.com,https://santecosmetic.co.kr,,임상 기반 전문 에스테틱 브랜드 제품을 직접 기획·제조·유통하나 에스테틱 전문가 채널 중심이라 소비자 인플 마케팅 적합성 조건부.
212,Tier B,주식회사 에스테르,스킨케어,low,borderline,Y,C,C-P06,,,"Skin Care, Body Care, Facial Masks, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Hair Care Products",desc 비어 근거 부족하나 category에 Brands/Manufacturer(Skin/Hair/Body) 표기로 자체 브랜드 보유 보수 추정.
151,Tier B,KPCOS,스킨케어,high,oem_with_brand|export,Y,C,C-P36,kyulgoun@kyulgoun.com,https://kpcos.com,"Skin Care, Natural & Organic Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Others","OEM/ODM 수탁 위주이나 desc에 자체 브랜드 GLAMFOX 제조·유통·수출 명시, 수출형이라 국내 인플 의향 확인 필요한 조건부."
250,Tier B,(주)제이지에스헬스큐어,스킨케어,low,borderline,Y,C,C-Q04,jgshealthcure@gmail.com,https://mayyoung.kr,"Skin Care, Hair Care Products",스킨케어·헤어 카테고리에 mayyoung.kr 자사몰 도메인 보유로 자사브랜드 추정되나 desc가 추상적 슬로건뿐이라 사업실체 확인 필요.
433,Tier B,이지템,홈디바이스,high,device,Y,C,C-R05,sales@easytem.co.kr,https://www.easytem.co.kr/,"Brands/Manufacturer(Medical & Beauty Equipment), Home Aesthetic Device",모공케어·흡수개선 홈 뷰티테크 디바이스를 자체 개발·제조하는 소비자 브랜드로 가정용 뷰티 기기 보유.
414,Tier B,(주) 엠디무역,헤어,medium,borderline|export,Y,C,C-R19,mdtrad@naver.com,https://www.mdwig.co.kr/,Hair Extension and Wig,자체 공장 생산 프리미엄 통가발·붙임머리에 자사몰(MDWIG) 보유하나 차홍·준오 등 헤어살롱 B2B 공급이 주력.
214,Tier B,주식회사 에이디솔루션,더마,high,,Y,L,L-A02,adsolution52@naver.com,http://www.adsolutionkorea.com,"Skin Care, Cosmeceutical Products, Derma Cosmetics","아토피 경험 기반 민감·문제성 피부 전문 스킨케어, 아토패스트·배리어리페어밤 자체 라인 소비자 리뷰 다수."
77,Tier B,(주)코윈바이오,더마,medium,oem_with_brand|borderline,Y,L,L-A11,mesablue@kowinbio.co.kr,https://en.mesabluestore.com/,"Skin Care, Derma Cosmetics, Cleansing Products, Contract Manufacturing(OEM/ODM)","원료 B2B 공급 병행이나 자체 더마 브랜드 '메사블루' 보유, 일상 홈케어 적합 명시·자사몰(mesabluestore)·크라우드펀딩 검증으로 소비자 브랜드 인정."
294,Tier B,킨뮬러,더마,high,indie,Y,L,L-B01,beauty@kinmula.com,https://kinmula.com/,"Cosmeceutical Products, Derma Cosmetics",세럼·아이크림·보습크림을 한 병에 응축한 항노화 올인원 더마 자사 제품을 소비자에게 전개하는 신생 브랜드.
272,Tier B,"HANJINEYMAY CO.,LTD",스킨케어,medium,borderline|export,Y,L,L-B02,,,Skin Care,자사 브랜드 3개 보유하나 핵심이 피부관리샵 운영자 대상 전문가용 프로그램 공급이라 소비자향 D2C 비중 불명확.
261,Tier B,FACE FACTORY,홈디바이스,low,device|borderline,Y,L,L-B23,global@cubist.co.kr,https://www.face-factory.com/,"Skin Care, Home Aesthetic Device",'Medical Grade Devices - Homecare solution'으로 가정용 디바이스 브랜드 시사하나 desc가 한 줄뿐이라 소비자 브랜드성 근거 빈약. (검증변경)
483,Tier B,(주)뷰티앤팩토리,더마,medium,export|borderline,Y,L,L-C01,global@beautynfactory.com,https://beautynfactory.com/,"Skin Care, Body Care, Derma Cosmetics, Facial Masks, Cleansing Products, Hair Care Products, Scalp Care Products",자사 민감성 더마 브랜드 Dr.DERMAel 보유하나 12개국 유통·글로벌 바이어/마케팅 중심이라 국내 인플 의향 불명확.
382,Tier B,(주)시카젠,더마,medium,borderline|indie|oem_with_brand,Y,L,L-D01,cicagen@cicagen.com,https://en.cicagen.com/,"Skin Care, Derma Cosmetics, Natural & Organic Cosmetics, Contract Manufacturing(OEM/ODM)",OEM/ODM 태그가 있으나 desc는 독자 CALS 공정으로 만든 프레시 Cica 90% 앰플·크림 자체 제품을 직접 선보인다고 명시한 병풀 더마 스킨케어 브랜드.
475,Tier B,Bodycare Lab,홈디바이스,high,device,Y,L,L-E05,contact@bcl.kr,http://www.bcl.kr,"Skin Care, Derma Cosmetics, Home Aesthetic Device",자체 브랜드 DOSIÉ 홈케어 디바이스·스킨케어와 AI 피부분석앱 VITNA 운영하는 소비자 가정용 뷰티 디바이스 브랜드.
263,Tier B,주식회사 텍스코,바디,high,,Y,L,L-G07,somsajang@texkor.com,https://www.somsajang.co.kr,"Cleansing Products, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Medical & Beauty Equipment)",코튼 기계 수출이 본업이나 자체 기술로 만든 소비자 완제품 자사 브랜드 '솜사장 클렌징패드'를 보유(사이트도 somsajang.co.kr).
29,제외,InterCHARM Korea,,high,,,,,,,"Skin Care, Make up and Color Cosmetics, Body Care, Cosmeceutical Products, Derma Cosmetics, Natural & Organic Cosmetics, Facial Masks, Men’s Care, Perfumery, Cleansing Products, Inner Beauty, Accessories & Toiletries, Others, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Medical & Beauty Equipment), Brands/Manufacturer(Nail/Eyelash/Waxing), Brands/Manufacturer (Tools/Accessories), Others, Hair Care Products, Scalp Care Products, Hair Coloring and Bleaching Products, Hair Styling Products, Hair Extension and Wig, Hair Device, Hair Tools(Brushes, Combs, Scissors, etc.), Equipment and Products for Professional Hair Salon, Others, Thread Lifts and Fillers, Laser/IPL/RF/Multi, Skin/Body Diagnosis Equipment, Home Aesthetic Device, Slimming Massage, Peeling, Others, Nail Polish/Gel Nail Polish, Nail Parts, Nail Accessories, Nail Tools/Equipment, Others, Eyelash Products, Eyelash Extensions, Semi Permanent, Products, Waxing Products, Accessories, Others, Others, Distribution, Education, Marketing","전시회 주최 측 더미 항목으로 모든 카테고리 나열, 실제 화장품 회사 아님."
192,제외,TUOCHENG EXHIBITION,,low,,Y,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26
More stands","1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26
More stands",,,,"desc 비어있고 사명상 전시·박람회 서비스 업체로 추정, 뷰티 소비자 브랜드 아님."
57,제외,(주)와이셀바이오메디칼,,high,export,,A,A-A06,info@ycellbio.com,http://www.ycellbio.com,"Skin Care, Facial Masks, Hair Device, Home Aesthetic Device","PRP 세포재생 치료 전문 의료기기 회사(국내 PRP 점유율 1위), 소비자 뷰티 브랜드 아님."
41,제외,(주)씨피코스메틱,,medium,export,Y,A,A-A07,jamessohn@cpcosmetic.co.kr,https://formulier.co.kr/,Natural & Organic Cosmetics,R&D 기반으로 3000여 스킨케어 처방을 개발·수출하는 제형 개발사로 자체 소비자 브랜드·D2C 언급 없음(formulier는 ODM 사이트).
3,제외,(주) 삼인케미칼,,high,,,A,A-A09,samin@kita.net,http://www.saminkorea.com,"Hair Care Products, Equipment and Products for Professional Hair Salon, Others",식품첨가물·헤어케어 원료(Ellaplex 등) 제조 공급사로 자체 소비자 브랜드 없음.
355,제외,에시컬코리아 코스메틱 (EK COS),,high,,,A,A-A10,butiq99@naver.com,http://www.instragram.com/ethicalkorea,"Skin Care, Make up and Color Cosmetics, Contract Manufacturing(OEM/ODM)",OEM/ODM 맞춤형 제품개발·규제대응 지원하는 제조 파트너로 자체 소비자 브랜드 없음.
50,제외,(주)에스엠지유럽,,high,,,A,A-A14,info@smgkorea.or.kr,https://youtu.be/iIv5q-pIwT4,Others,"인증·클린룸 밸리데이션 등 의료기기 기업 인증서비스 제공 B2B, 소비자 브랜드 없음."
394,제외,아이셀메디텍,,medium,borderline|device,Y,A,A-A16,www.icelmedi@naver.com,http://www.icelmedi.com,"Skin Care, Cosmeceutical Products, Contract Manufacturing(OEM/ODM), Scalp Care Products, Others",desc가 뷰티 디바이스·메디컬 제품·에스테틱 통합교육 중심 B2B(OEM/ODM 포함)로 소비자 직판 자체 브랜드 언급 없음.
68,제외,휴비스랩,,medium,borderline,Y,A,A-A22,info@hubislab.com,https://hubislab.com/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Cleansing Products, Home Aesthetic Device",desc가 에스테틱 클리닉·살롱·스파·뷰티스쿨 전용 프로 브랜드라고 명시하고 소비자 리테일·D2C 언급이 전혀 없어 B2B 전문가 채널 브랜드로 판단(검증변경).
227,제외,(주)원웨이랩,,high,device,,A,A-B31,sales@onewaylab.kr,https://www.onewaylab.kr/,"Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Medical & Beauty Equipment), Home Aesthetic Device, Slimming Massage","고주파·초음파 미용기기 제조사로 에스테틱·클리닉 대상 B2B 판매, 소비자 브랜드 없음."
234,제외,MEDI SECTION NO.,,medium,,Y,A,A-B32,global@inot-meditech.com,https://www.inot-meditech.com/,"Skin Care, Cosmeceutical Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","INOT은 1,000여 병원에 7,000개 제품을 공급하는 의료기기 제조·수입·유통사로 MEDISECTION No. 화장품도 병원·B2B 의료 채널 중심이라 소비자 브랜드 아님."
141,제외,"HUASHUO PACKAGING MATERIALS CO.,LTD",,high,,,A,A-B37,949229906@qq.com,https://shop1447931540635.168.com,"Contract Manufacturing(Packing,Containers,etc.)","플라스틱 패키징(펌프·스프레이어) 제조 전문, 부자재 공급사로 자체 소비자 브랜드 없음."
269,제외,플래닛147,,high,,,A,"A-B43,
C-N56",planit147@kolmar.co.kr,https://www.planit147.com/?lang=en,"Skin Care, Make up and Color Cosmetics, Body Care, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Make up)","콜마코리아의 브랜드 인큐베이션 플랫폼·ODM 서비스로 창업자 지원, 자사 소비자 완제품 브랜드 아님."
70,제외,(주) 진코스텍,,low,borderline|export,Y,A,A-B46,lsw@jincostech.com,https://link.inpock.co.kr/amocosplus,"Skin Care, Body Care, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","desc는 하이드로겔 1억개 수출·DDS 제형기술 등 제조·수출만 언급하고 자체 소비자 브랜드 서술 전무, 인포크 링크는 근거 약함(검증변경)."
339,제외,DESIGN HANA,,high,,,A,A-C01,design_hana_@naver.com,,Others,화장품 용기·패키징 부자재 공급 전문으로 자체 소비자 브랜드 없음.
56,제외,(주)온궁,,high,export,,A,A-C36,leesanghoong@naver.com,https://www.need-on.com,"Skin Care, Body Care, Natural & Organic Cosmetics, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Nail/Eyelash/Waxing)","스파·입욕제 전문 OEM/ODM 제조기업, 온천수 처방으로 제품 개발하나 자체 소비자 브랜드 없음."
286,제외,"Caregen Co., Ltd.",,high,export,,A,A-D11,sales@caregen.co.kr,http://caregen.co.kr/eng/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Hair Care Products, Scalp Care Products, Others","펩타이드 바이오 상장사로 원료·특허·코스메슈티컬 B2B 중심, 자사 소비자 브랜드 없음."
416,제외,(주)오래온라이프사이언스,,high,,,A,A-D23,hero@oreon.co.kr,,"Skin Care, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Thread Lifts and Fillers",HA 필러·리프팅 실 등 미용의료기기 개발·제조사로 소비자 브랜드 아님.
381,제외,스턴메디칼,,high,,,A,A-D31,bjpark@mediforet.com,https://stunmedical.kr/,,스킨부스터·필러 등 미용의료기기 OEM 제조 및 수출 100% B2B 회사로 자체 소비자 브랜드 없음.
9,제외,더마밀,,high,,,A,A-E37,sales@dermameal.com,http://dermameal.com/,,화장품 수탁제조(OEM/ODM) 전문으로 자체 소비자 브랜드 없음.
487,제외,주식회사 셀락바이오,,low,borderline,Y,A,A-E41,,,,"desc·website·category 모두 비어 있어 소비자 브랜드 확인 불가, 보수적 제외."
351,제외,샤허코리아,,high,,,A,A-E48,msr9882@naver.com,https://www.xiaheyw.com,Others,단상자·박스·파우치 등 인쇄·패키징 부자재 제조사로 자체 소비자 브랜드 없음.
87,제외,(주)휴먼피부임상시험센터,,high,,,A,A-F11,skin@humantest.co.kr,https://www.humantest.co.kr/,,"화장품·미용기기 인체적용시험 전문기관(B2B 서비스), 소비자 브랜드 없음."
463,제외,주식회사 레드바이오컴퍼니,,medium,oem_with_brand|export,Y,A,A-F31,info@redbiocp.com,https://www.redbiocp.com,"Skin Care, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Scalp Care Products, Thread Lifts and Fillers, Others","지방분해·스킨부스터·보툴리눔·필러·엑소좀 등 의료미용 제품과 OEM/ODM 중심, HYALSKIN은 시술계열 독자브랜드로 소비자완제품 근거 없음."
404,제외,에이치앤비바이오,,high,,,A,A-F32,info@hnbbio.co.kr,https://www.hnbbio.co.kr,"Skin Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)",시트마스크·토너 등 스킨케어 OEM/ODM 수탁제조사로 자체 소비자 브랜드 없음.
36,제외,씨메드,,high,,,A,A-F41,cmedemi@naver.com,http://www.cmed.co.kr,"Skin Care, Body Care, Derma Cosmetics, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care), Brands/Manufacturer(Medical & Beauty Equipment), Home Aesthetic Device","OEM/ODM/OBM 글로벌 프리미엄 화장품 제조 파트너, 25개국 브랜드 협업 수탁제조 중심."
82,제외,(주)프리모리스인터내셔널,,medium,borderline,Y,A,A-F46,hnkim@primoris.co.kr,https://primorisintl.com/,"Skin Care, Cosmeceutical Products, Derma Cosmetics",엑소좀 줄기세포 원천기술·국제특허·R&D 클러스터 중심 바이오 기업으로 원료~코스메틱 언급뿐 자사 소비자 브랜드명·판매채널 근거 없음.
500,제외,팜스비앤비,,high,,Y,A,A-G21,alice@pamsbnb.com,https://www.pamseshop.co.kr,"Skin Care, Contract Manufacturing(OEM/ODM)",23년간 전문 에스테틱·피부과 클리닉에 스킨케어를 공급하는 B2B 프로페셔널 채널 전용이며 자체 소비자 브랜드·D2C 언급이 전무함.
81,제외,프랜드,,high,,,A,A-G26,pland1590@naver.com,http://pland-pure.com/en/,"Skin Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","화장품 소재(원료)·OEM/ODM R&D 전문기업으로 고객사 생산 대행만 언급, 자체 소비자 브랜드 없음."
144,제외,"HUNAN MEIRI JIEBAO NON-WOVEN FABRIC CO.,LTD",,high,,,A,A-G41,xh.van@mrjebmask.com,https://mp.weixin.qq.com/s/ANYJYU16aCrQAp7uRMDaXA,"Contract Manufacturing(Packing,Containers,etc.)",마스크팩 원단·부직포 R&D·생산 전문 소재 공급사로 자체 소비자 브랜드 없음.
183,제외,"SHENZHEN XIANSU TECHNOLOGY CO., LTD.",,high,,,A,A-G42,787835542@qq.com,https://www.xiansuplastic.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",립스틱 튜브·쿠션 케이스 등 화장품 용기 OEM/ODM 제조사로 소비자 브랜드 없음.
177,제외,"SHANTOU LIKE PLASTIC CO.,LTD.",,low,,Y,A,A-G43,,,,"desc 없음, 사명에 Plastic으로 보아 플라스틱 용기·부자재 제조사로 보수적 추정, 자사 소비자 브랜드 없음."
164,제외,"NINGBO OUHUAN CONTAINER CO., LTD",,low,,Y,A,A-G46,,,,"desc 없음, 사명에 Container로 보아 용기 제조사로 보수적 추정, 자사 소비자 브랜드 없음."
95,제외,"BOSHING MOULD&PLASTIC (ZHU HAI)CO.,LTD.",,high,,,A,A-G47,Jacky@zhbaoli.com,https://en.zhuhaibaoli.com,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer (Tools/Accessories)","플라스틱 금형·펌프·용기 부자재 제조 수출기업, 소비자 브랜드 없음."
