구분,회사명,ICP세부,홀,부스번호,이메일,전화,웹사이트,신뢰도,플래그,검증,판단근거,상세페이지
Tier A,주식회사 라피끄,스킨케어,C,C-Q03,cs@rafiqcosmetics.com,070-8822-9782,https://plentyplant.co.kr/,high,,,자체 브랜드 '플렌티플랜트' 식물유래 고기능성 스킨케어를 직접 전개하는 소비자 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%9D%BC%ED%94%BC%EB%81%84.org-daba1190-99c7-447d-8db8-9919b768463f.html
Tier A,고요이 GOYOYI,향수,C,C-Q05,hello@goyoyi.com,01024193758,https://goyoyi.com/?NaPm=ct%3Dmpgbeekh%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3Ddb09065ae8709ba906dd4f6911afdda4b73,high,export,,"K-Fragrance 자사 향수 브랜드로 자사몰(goyoyi.com) 통해 소비자에게 직접 판매, 글로벌 확장 추진 중.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EA%B3%A0%EC%9A%94%EC%9D%B4%20goyoyi.org-3211f6ad-c7b4-4444-85fd-84984e6c1b1f.html
Tier A,피에이치하비,스킨케어,C,C-Q06,phhubby@phhubby.com,02-408-2021,https://en.phhubby.com/,high,,,Ph.Hubby 자체 선케어·클렌징·스킨케어 소비자 브랜드로 철학·특허원료(씀바귀) 기반 완제품 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%94%BC%EC%97%90%EC%9D%B4%EC%B9%98%ED%95%98%EB%B9%84.org-63da4f77-1bc7-4ef9-8491-e1246148a266.html
Tier A,EYECANDY (아이캔디),헤어,C,C-Q07,stephen@jworksext.co.kr,010-2373-3646,https://en.eye-candy.co.kr/,high,,,"JWORKS 헤어브러시 국내 판매 1위 자사 브랜드(레인보우 볼륨S), 5000개 매장 입점한 소비자 헤어툴 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.eyecandy%20%EC%95%84%EC%9D%B4%EC%BA%94%EB%94%94.org-eb370a21-7d25-4b0d-b82c-de6e789b59ec.html
Tier A,닥터펩티,더마,C,C-Q10,trade@jncoceu.com,,http://www.jncoceu.com/en/,high,export,,"닥터펩티는 펩타이드 버블 시리즈로 1년 700억 매출 기록한 더마 안티에이징 자사 소비자 브랜드, 아마존·틱톡샵 등 글로벌 유통.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%8B%A5%ED%84%B0%ED%8E%A9%ED%8B%B0.org-b1b0cc04-e7be-407a-a116-4ff1551cc11e.html
Tier A,(주)카푸네인터내셔널,헤어,C,C-Q13,t2o3p@naver.com,+82 10-9494-7304,https://cafuneglobal.com/,high,,,"두피·모발 K-헤어케어 자체 브랜드 카푸네 운영, 국내 온라인 유통·홈케어 소비자 제품 판매.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%B9%B4%ED%91%B8%EB%84%A4%EC%9D%B8%ED%84%B0%EB%82%B4%EC%85%94%EB%84%90.org-bd13f790-311b-462b-819a-c678f746e3da.html
Tier A,주식회사 오버랩스,스킨케어,C,C-Q21,business@overlaps.co.kr,070-8671-2231,https://overlaps.co.kr/,high,export,,엑토인 장벽케어 자체 브랜드로 올리브영·아마존·틱톡샵 등 소비자 D2C 운영.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%98%A4%EB%B2%84%EB%9E%A9%EC%8A%A4.org-daa2ee59-41c1-4509-bb3b-650b67bab202.html
Tier A,올어바웃아이즈,메이크업,C,C-R03,alleyes@all-eyes.kr,02-6241-3003,https://madame-lash.com/,high,,,"마담래쉬(Madame Lash) 자체 노글루 비건 속눈썹 소비자 브랜드를 보유, 자사몰 운영하는 아이래쉬 완제품 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%98%AC%EC%96%B4%EB%B0%94%EC%9B%83%EC%95%84%EC%9D%B4%EC%A6%88.org-fad86938-e2cc-45e0-8bc5-6226d75492f8.html
Tier A,브라이트,더마,C,C-R04,,,https://smartstore.naver.com/brightbrush,high,,uncertain,BRIGHT는 PDRN·히알루론산 기반 더마코스메틱 자체 소비자 브랜드로 네이버 스마트스토어에서 직접 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B8%8C%EB%9D%BC%EC%9D%B4%ED%8A%B8.org-e9aff781-e6c4-4ab1-99b8-a0472746bf3e.html
Tier A,오오유 주식회사,스킨케어,C,C-R13,contact.bfou@gmail.com,07089977265,https://www.bfou.kr,high,indie,,진생씨앗·PDRN 마스크·미스트 등 자사 스킨케어 브랜드 bfou 보유·판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%98%A4%EC%98%A4%EC%9C%A0%20%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC.org-13137380-4e13-4608-bff9-cc9d4745967a.html
Tier A,올웨이즈비퓨어,스킨케어,L,L-A05,steven@kailani-int.com,+82-070-8838-0218,http://www.alwaysbepure.com,high,export,,"자연유래 저자극 스킨케어 자사 브랜드 'Always be Pure' 운영, 클린뷰티 소비자 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%98%AC%EC%9B%A8%EC%9D%B4%EC%A6%88%EB%B9%84%ED%93%A8%EC%96%B4.org-c57cd700-c29d-4614-b44f-ed0e42db179f.html
Tier A,리타,스킨케어,L,L-A06,liita@proving-grounds.co.kr,+82) 2 6015 6070,https://www.liita-seoul.com,high,,confirmed,LIITA 자체 뷰티 브랜드로 스킨케어 완제품을 소비자 대상으로 전개(liita-seoul.com).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A6%AC%ED%83%80.org-f5e70585-f8f4-4f08-b937-a22218d22d72.html
Tier A,바루쟈,스킨케어,L,L-A07,nsl@thevaruza.com,+82 31-495-9301,https://www.thevaruza.com,high,,,NSL의 프리미엄 비건 스킨케어 자체 소비자 브랜드 VARUZA로 글로벌 K-뷰티 소비자 대상 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B0%94%EB%A3%A8%EC%9F%88.org-23a3d47e-ca22-4f4c-ae47-3721117872a0.html
Tier A,주식회사 바이비카,헤어,L,L-A15,hello@inbutim.com,82 10-4266-5880,https://inbutim.com,high,,,"INBUTIM 두피·헤어·래쉬 케어 디스트레스 뷰티 브랜드, 명확한 소비자 자사 브랜드 보유.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%B0%94%EC%9D%B4%EB%B9%84%EC%B9%B4.org-9899a85c-dc9a-426b-9305-89f1d2bec531.html
Tier A,(주)유에스티,스킨케어,L,L-A16,truthofbeauty@naver.com,070-4203-1847,https://www.truthofbeauty.kr,high,,,트루스 오브 뷰티(Truth Of Beauty) 자체 모던 스킨케어 소비자 브랜드를 보유·운영.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%9C%A0%EC%97%90%EC%8A%A4%ED%8B%B0.org-3fd01f05-e59f-475e-b8d6-6cf1e1555535.html
Tier A,지비알아이디어,스킨케어,L,L-B11,seo9009@hanmail.net,070-4909-9831,https://www.vah.co.kr,high,,found,브이에이에이치 생산제품 전문 판매 자회사로 ARRA·아라한수 등 한방라인 자사 스킨케어 브랜드 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A7%80%EB%B9%84%EC%95%8C%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4.org-ff30cbb9-6f82-44a1-a831-6779177f56e5.html
Tier A,부드와서울,스킨케어,L,L-B22,grandidier_official@naver.com,07087730777,http://www.grandidier.kr,high,export,,"Grandidier는 다즐링티 기반 리추얼 뷰티 자체 브랜드, 아마존·면세점 직판으로 소비자 대상 명확.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B6%80%EB%93%9C%EC%99%80%EC%84%9C%EC%9A%B8.org-5cca054b-9dcb-4698-a9e8-ee0a772e8cca.html
Tier A,(주)벤치컴퍼니 Bench company Inc,스킨케어,L,L-C06,hglee@benchcompany.kr,01099100963,https://www.fitroot.kr,high,,,자사 웰니스 액티브 뷰티 브랜드 FITROOT(Super Protein 독자성분)를 소비자에게 판매하는 스킨케어 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%B2%A4%EC%B9%98%EC%BB%B4%ED%8D%BC%EB%8B%88%20bench%20company%20inc.org-168e14e3-5d50-45ce-a97f-aab57056f65a.html
Tier A,셀릭사,더마,L,L-C07,kns.cosmetic@gmail.com,070-7780-7436,https://celixa.co.kr,high,,,"PDRN·줄기세포배양액 기반 더마 스킨케어 자사 브랜드로 와디즈 펀딩 1위, 전국 H&B 약국 입점 및 자사몰 운영.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%85%80%EB%A6%AD%EC%82%AC.org-c24cdcc4-5a84-447c-bf2e-1e37158fcdd5.html
Tier A,L-E03: Tender garden 텐더가든 / L-E04: BELDORA 벨도라,스킨케어,L,L-E03,vglobal@vplatform.kr,07077304700,https://vplatform.kr/,high,export,,"V.Platform이 텐더가든·벨도라·뮤센트 자체 브랜드 운영, 온오프·라이브커머스·KOL 마케팅까지 직접 소비자 판매.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.l-e03%20tender%20garden%20%ED%85%90%EB%8D%94%EA%B0%80%EB%93%A0%20%20l-e04%20beldora%20%EB%B2%A8%EB%8F%84%EB%9D%BC.org-da4200f9-addc-4806-b192-77b5495d2bc9.html
Tier A,주식회사 더연,스킨케어,L,L-G02,theyeonsales@theyeon.net,070-8855-9950,https://theyeon.kr/,high,export,,2012년 론칭 K-뷰티 브랜드로 비타7 라인 등 데일리 스킨케어 자체 개발·판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%8D%94%EC%97%B0.org-0656f3bd-cfbc-4655-91d1-26ec6cdd5e56.html
Tier A,셀비오코스메틱(주),스킨케어,L,L-G06,cellviocosmetic@naver.com,032-812-6439,https://www.cellviocosmetic.co.kr/,high,export,confirmed,"DOLDORI 롤 마스크팩 자체 브랜드를 직접 연구·개발하는 기능성 마스크팩 K-뷰티, OEM/ODM도 하나 소비자 브랜드 명확.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%85%80%EB%B9%84%EC%98%A4%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1%EC%A3%BC.org-4d5e11d6-095c-4866-ae71-a0400dc2ce69.html
Tier A,유니티,스킨케어,L,L-H01,luxevo@luxevo.co.kr,028688847,https://luxevo.co.kr,high,,,럭세보(Luxevo) 줄기세포·엑소좀·PDRN 기반 재생 스킨케어 자체 소비자 브랜드를 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9C%A0%EB%8B%88%ED%8B%B0.org-fc955d9d-b7cc-48d7-8b6f-418c29bde3c2.html
Tier A,이아이오(L-H02) / 누이브(L-H03),더마,L,L-H02,eiio@cosmetina.co.kr,,https://eiio.co.kr/,high,,found,"Cosmetina의 EIIO 자체 더마/장벽케어 스킨케어 소비자 브랜드를 보유, 민감성 피부 솔루션 판매.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9D%B4%EC%95%84%EC%9D%B4%EC%98%A4l-h02%20%20%EB%88%84%EC%9D%B4%EB%B8%8Cl-h03.org-c4d6ca4d-ff09-4ab3-b930-e189c2650a25.html
Tier A,주식회사 씨에이치바이오,스킨케어,L,L-J01,chbiokorea@naver.com,010-8964-1599,https://www.chbio.net,high,,,자사 비건 브랜드 루트리(Rootree)·샤인pH를 올리브영 등 소매로 판매하는 소비자 스킨케어.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%94%A8%EC%97%90%EC%9D%B4%EC%B9%98%EB%B0%94%EC%9D%B4%EC%98%A4.org-25d18fe1-d027-4bec-ad06-b46741ea4494.html
Tier B,(주)케이비에이치케어,더마,180,180,kbhcare@naver.com,82-2-868-4795,https://kbhcare.com/,high,export|sensitive|borderline,confirmed,"의약품·의료기기·화장품 수출 무역이 본업이나 CPNP 취득한 자사 브랜드 화장품 보유, 민감품목 혼재로 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%BC%80%EC%9D%B4%EB%B9%84%EC%97%90%EC%9D%B4%EC%B9%98%EC%BC%80%EC%96%B4.org-53293870-5039-41a2-951a-98bd26c9bc65.html
Tier B,주식회사 아가파월드,홈디바이스,A,A-A01,info@agafar.com,+82-10-4407-9787,https://www.wechat.com/Afgfguknnn,low,borderline|device,uncertain,agafar 자체 시술후 스킨케어+뷰티디바이스 솔루션 보유하나 피부과 클리닉 네트워크·프랜차이즈 채널 판매 중심이라 직접 소비자 브랜드성 약함.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%95%84%EA%B0%80%ED%8C%8C%EC%9B%94%EB%93%9C.org-0681f0ca-ea68-4275-a5a5-1b74586548cb.html
Tier B,듀얼테트라,홈디바이스,A,A-A17,customercare@cura-pulse.com,0507-1415-2544,https://dualtetra.co.kr/,high,device,Y,큐라펄스가 자체 R&D한 가정용 뷰티 디바이스 '듀얼테트라'를 AI 루틴 케어와 함께 소비자에 제안하는 자사 홈디바이스 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%93%80%EC%96%BC%ED%85%8C%ED%8A%B8%EB%9D%BC.org-78f9c1b6-d4f9-4df3-841c-e8c8d2a4a516.html
Tier B,(주)제노헬릭스,더마,A,A-A18,xenohelix@xenohelix.com,+82 32 815 7213,http://www.xenohelix.com,high,borderline,confirmed,"바이오 소재 기술 기반이나 미스트·토너·세럼·헤어토닉 등 고기능성 소비자 제품군을 자사 출품, 소재기업 성격 동반이라 소비자 채널 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%A0%9C%EB%85%B8%ED%97%AC%EB%A6%AD%EC%8A%A4.org-6039b468-b96c-4d8f-a51e-140874f47294.html
Tier B,Beaufirst Global Company Limited,더마/스킨케어,A,A-B01,Beaufirstglobal@gmail.com,,,medium,borderline|export,uncertain,Dērmyxis 브랜드로 18 SKU·5라인 엑소좀/펩타이드 더마 스킨케어 보유하나 한국 제조품 정식수입 유통 성격이라 자체 브랜드 여부 확인 필요.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.beaufirst%20global%20company%20limited.org-aee1d76f-d02d-434a-83d3-8b11d969bfea.html
Tier B,DERMA YOURCELL,더마,A,A-B06,fruitsjuice@naver.com,010-8070-3260,https://www.dermayourcell.com/,high,,Y,"온라인 가격방어 잘되는 더마코스메틱 자체 브랜드로 피부타입별 라인 솔루션을 소비자에 판매, 더마라 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.derma%20yourcell.org-7e1b7935-94aa-444a-9c3b-1771541a8152.html
Tier B,메딕콘,홈디바이스,A,A-B17,medicon@medicon.co.kr,070-4220-2582,http://www.medicon.co.kr/,high,device|borderline,confirmed,초음파 뷰티디바이스 자체개발 가정용 홈케어 라인 보유하나 OEM·전문가용 병행으로 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A9%94%EB%94%95%EC%BD%98.org-35abff4f-a2c4-4560-867e-5b30fb2f57f5.html
Tier B,피텐,더마,A,A-B18,pms@pitenkorea.com,821090614318,https://www.drpiten.com,high,borderline|sensitive,confirmed,Dr.Piten 소비자 더마 브랜드이나 아토피·습진·모낭염·국부 가려움 등 의약품성 효능 소구가 강하고 펫·관절케어까지 혼재해 민감·애매함.(검증변경),https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%94%BC%ED%85%90.org-1890a2c2-9c4e-4207-b990-55d19335f304.html
Tier B,"ILLON CO., LTD",더마/스킨케어,A,A-B21,global@illon.co.kr,+82 2 338 1452,https://theillon.com/en,high,borderline,confirmed,흡수 중심 하이브리드 코스메슈티컬 자체 브랜드 ILLON(브랜드 사이트 theillon.com) 운영이나 desc에 소비자 판매·리테일 채널 근거가 약해 확인 필요.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.illon%20co%20ltd.org-c10eb2fd-cc4a-458e-9953-c672c46a77d5.html
Tier B,주식회사 에르띠코리아,더마,A,A-C02,ertykorea@naver.com,070-7677-0924,https://www.ertykorea.com/,high,export,Y,"에르띠 자체 더마 에스테틱 브랜드로 ER크림·앰플·클렌저 라인 보유, 10개국 이상 수출 재생 스킨케어.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%97%90%EB%A5%B4%EB%9D%A0%EC%BD%94%EB%A6%AC%EC%95%84.org-f90a7256-d734-4450-8c54-6f6383cee1bb.html
Tier B,리쥬멜라 코리아,더마,A,A-C03,rejumela@naver.com,02-443-6624,https://www.rejumela.co.kr,high,borderline,confirmed,R&D 전문 표방하나 REJUMELA 브랜드로 시술후회복·홈케어 완제품을 자체몰(rejumela.co.kr)에서 소비자 판매.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A6%AC%EC%A5%AC%EB%A9%9C%EB%9D%BC%20%EC%BD%94%EB%A6%AC%EC%95%84.org-9ebff038-1c93-44e1-824f-030f94c881dc.html
Tier B,"BIO GLORIOUS CO.,LTD.",더마,A,A-C06,bioglorious@naver.com,02-3492-0777,https://palab.co.kr/,high,oem_with_brand|export|borderline,confirmed,"OEM/ODM 제조사이나 자체 더마 브랜드 USOLAB 70제품을 1000+병원·12개국 유통, 다만 병원 전문채널 비중 커 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.bio%20glorious%20coltd.org-2f66bd08-6ad1-4e4e-9141-64ee50a2193c.html
Tier B,KYUNGLAB,더마,A,A-C07,info@ssmb.vn,1900 6383 89 (베트남),https://kyunglab.kr/  ; https://kyunglab.vn/,high,export|borderline,Y,"한국 프리미엄 더마 코스메틱 자체 브랜드 경랩이나, 출품 주체는 베트남 독점유통사 SSMB로 B2B·수출 중심이라 국내 인플 의향 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.kyunglab.org-058c542b-ae1d-4546-9367-3cbba2c27f75.html
Tier B,㈜나인원코스메디,더마,A,A-C11,official@91cosmedi.com,02-2664-7891,https://www.wechat.com/nineone9179,high,oem_with_brand|borderline,corrected,"OEM/ODM 제조사이나 Rebloom·Curacion·Vital-medi 자사 브랜드 보유, 에스테틱·뷰티살롱 채널 중심이라 일반 소비자 인플 의향 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%82%98%EC%9D%B8%EC%9B%90%EC%BD%94%EC%8A%A4%EB%A9%94%EB%94%94.org-1594d101-57ba-4fd4-ba55-9afe0d5b0088.html
Tier B,르베라쥬,스킨케어,A,A-D21,lebelage@lebelage.co.kr,+82-2-542-3292,https://lebelage.co.kr/,high,export,Y,자체 화장품 브랜드 LEBELAGE·HEEYUL 보유하나 40개국 수출중심으로 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%A5%B4%EB%B2%A0%EB%9D%BC%EC%A5%AC.org-18c803be-34f2-4461-bc72-fa5ec798209b.html
Tier B,에텔랑,스킨케어,A,A-D32,thyme9905@naver.com,010-3133-3536,https://www.etelanc.com,high,borderline,corrected,해외 에스테틱 브랜드 수입과 함께 자체 화장품 브랜드 에텔랑 보유하나 주로 에스테틱 전문(B2B) 채널이라 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%97%90%ED%85%94%EB%9E%91.org-bfb5241c-7353-482e-bcd2-8ad89d9a8ecc.html
Tier B,세포랩,더마,A,A-E01,cepolab@naver.com,,https://cepolab.com/,high,borderline,corrected,desc 비어있음. 사명 세포랩/cepolab 자체도메인몰로 더마코스메틱 소비자 브랜드 추정하나 근거 약함.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%84%B8%ED%8F%AC%EB%9E%A9.org-2a6cae07-e06e-444d-8b59-4979e719deb3.html
Tier B,주식회사 메조팜,더마,A,A-E16,purple9260@hnamail.net,010-9938-2525,https://mesopharm.co.kr/,medium,borderline|oem_with_brand,uncertain,"제조 전문이나 다수 자체 브랜드 보유, 메디컬·살롱 코스메슈티컬로 소비자 직판 채널 여부는 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%A9%94%EC%A1%B0%ED%8C%9C.org-005863fa-2119-476c-95f8-5e1bf8854ee4.html
Tier B,(주)미성메탈,뷰티소품,A,A-E21,jkhan@misunggc.co.k,0415546334,https://smartstore.naver.com/misunggc,low,borderline,uncertain,헤어브러시·미용소품 자체기획 상품을 스마트스토어로 판매하나 유통사·바이어 협업 중심이라 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%AF%B8%EC%84%B1%EB%A9%94%ED%83%88.org-4152f485-d10c-4b5a-a7f7-ed6eae93d717.html
Tier B,주식회사 정코스메틱,더마,A,A-F03,jungco@jungco.co.kr,041-910-3737,http://www.essello.co.kr,high,oem_with_brand|borderline,Y,"OEM/ODM 겸영이나 자사브랜드 베아티스·허니비 보유, 다만 신규 에쎌로는 피부과·에스테틱 전용이라 소비자 직접판매 채널 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%A0%95%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1.org-2d78c2cd-bb3f-41b9-93f3-e1c16e57d26c.html
Tier B,AESTHEIN,더마,A,A-F27,aesthein_sa@naver.com,0507-1364-1649,http://aesthein.kr,high,borderline|export,corrected,에스테틱 전문 브랜드로 클리닉+홈케어 고기능성 제품 보유하나 전문가향·수출·아카데미 중심이라 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.aesthein.org-dce3d810-3031-4203-9e68-a5667191b031.html
Tier B,㈜3일애,더마,A,A-G32,sales@3dayslove.kr,0215771586,https://www.3dayslove.kr/,medium,indie,uncertain,제주 감귤 줄기세포 엑소좀 스킨부스터 크림 등 자체 완제품을 .kr몰로 보유한 신생 코스메슈티컬 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.3%EC%9D%BC%EC%95%A0.org-b4fa5886-d5fd-490e-92bf-0c0b65d0a79e.html
Tier B,더마퀸,홈디바이스,A,A-H21,limta11@naver.com,+82-70-4153-7773,https://themaqueen.com/,high,device|export|oem_with_brand,confirmed,쿨링마사저·클렌징브러시 뷰티기기 제조사로 자체 브랜드 themaqueen을 올리브영·쿠팡 등에 판매하나 OEM·수출 비중 커 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%8D%94%EB%A7%88%ED%80%B8.org-1340538b-c1c5-4cda-8e26-f9adbdc00b35.html
Tier B,㈜바이오에프디엔씨,더마,A,A-H27,global@biofdnc.com,062-373-8381,https:// www.biofdnc-global.com,high,oem_with_brand|borderline,corrected,코스메슈티컬 원료·OEM 공급이 핵심인 바이오 소재기업이나 필로리젠·리쥬피나 자사 앰플·패치 보유로 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B0%94%EC%9D%B4%EC%98%A4%EC%97%90%ED%94%84%EB%94%94%EC%97%94%EC%94%A8.org-b4b7809b-a60a-4585-b3e7-c0fa33292011.html
Tier B,(주)울파인,홈디바이스,A,A-H37,ulfine@naver.com,0325747174,http://ulfine.co.kr/,high,device,Y,초음파+RF 충전식 가정용 페이셜 기기 BAROLIF를 자체 브랜드 ULFINE로 일상용 소비자에게 판매하는 홈 뷰티 디바이스 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%9A%B8%ED%8C%8C%EC%9D%B8.org-97fde760-54ca-41b5-99f2-d8e6e6fcd5ac.html
Tier B,(주)피노젠,스킨케어/이너뷰티,A,A-I02,pinogen@pinogen.com,054-854-8001,https://pinogen.com/,high,borderline|indie,corrected,"소나무 부산물 업사이클 소셜벤처로 자체 도메인·스킨케어/이너뷰티 카테고리 보유, 다만 OEM/ODM 병행이라 자사 브랜드 판매 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%ED%94%BC%EB%85%B8%EC%A0%A0.org-45e82f32-6644-41d9-89e9-e740f91634c3.html
Tier B,"BiOBiO Co.,Ltd.",바디,A,A-I06,biobiocos@naver.com,+8270-4651-6743,https://www.biobiokorea.com/,medium,borderline,notfound,풋샴푸·풋데오미스트 등 손발톱·발 위생 홈케어 자체제품을 개발·유통하나 전문샵·프랜차이즈·교육 비중 커 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.biobio%20coltd.org-83dd9997-6d22-4820-9ce8-b75ec416380a.html
Tier B,주식회사 라메디텍,홈디바이스,A,A-I11,puraxel@lameditech.com,02-852-7982,https://www.puraxel.co.kr,high,device,Y,퓨라셀(PURAXEL) 자체 레이저 뷰티디바이스 브랜드로 전문가용+홈케어 라인 보유한 가정용 디바이스.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EB%9D%BC%EB%A9%94%EB%94%94%ED%85%8D.org-a418e67e-6c5a-44a4-bcdd-ba88ef89fb2a.html
Tier B,(주)엠피컴퍼니,더마,A,A-I27,jungye@medipair.co.kr,01080407116,https://www.medipair.co.kr/,high,borderline|indie,confirmed,2022년 설립 화장품 제조법인으로 제조·기술이전 색채가 강하나 BIO24·MEDIPAIR 자사 더마 라인과 medipair.co.kr 소비자몰 보유로 조건부 B.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%97%A0%ED%94%BC%EC%BB%B4%ED%8D%BC%EB%8B%88.org-006a3eb4-8327-45b6-aa71-0785271b1e49.html
